ChatID	Autor	Phrase	Timestamp
14252452	Пользователь	Обязан ли работодатель знакомить работника с личным делом?	2025-03-12 01:43:01.209000+03:00
14252452	Пользователь	в личном деле копии документов работника не хранятся, тк это запрещено законом	2025-03-12 01:43:24.728000+03:00
14252452	Оператор	Уточняю 	2025-03-12 01:44:29.404000+03:00
14252452	Оператор	 	2025-03-12 01:45:02.607000+03:00
14252452	Оператор	 	2025-03-12 01:45:13.819000+03:00
14252452	Оператор	Вы можете оценить мой ответ в конце диалога	2025-03-12 03:23:56.773000+03:00
14252452	Оператор	Всего доброго! Если у Вас появятся вопросы, ждем Вас снова. Рекомендуем ознакомиться с популярными материалами в этом месяце:    	2025-03-12 03:31:35.856000+03:00
14252466	Оператор	Преподаватель сможет ответить Вам после 9-00, обратитесь в рабочее время .	2025-03-12 07:38:00.033000+03:00
14252498	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:06:18.982000+03:00
14252520	Пользователь	Добрый день, не могу найти шкалу по ндфл за 2024г	2025-03-12 03:06:31.214000+03:00
14252520	Оператор	Уже ищу ответ. Подождите, пожалуйста.	2025-03-12 03:08:26.865000+03:00
14252520	Пользователь	В этой статье нет шкалы доходов по ндфл	2025-03-12 03:13:24.344000+03:00
14252520	Пользователь	Шкала величина доходов сотрудников	2025-03-12 03:18:31.059000+03:00
14252520	Оператор	Ставка НДФЛ зависит от статуса получателя дохода – резидент или нерезидент, от вида дохода – зарплата, материальная выгода, призы и т. д., а также от суммы совокупного дохода – до 5 млн руб. или более. Кроме того, с 2024 года применяются специальные правила для дистанционных работников.  	2025-03-12 03:19:56.796000+03:00
14252520	Оператор	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	2025-03-12 03:43:59.065000+03:00
14252520	Пользователь	Вопрос такой : Организация в 21.11.2024г купила квартиру у физического лица. Кадастровая стоимость на 01.01.24г составила 17 000 000,00, а на 09.07.2024г., составила 23 000 000,00. С какой суммы кадастровой стоимости рассчитывать налог на имущество данной организации.	2025-03-12 03:44:30.909000+03:00
14252520	Оператор	Уже ищу ответ. Подождите, пожалуйста.	2025-03-12 03:45:09.025000+03:00
14252520	Оператор	Как платить налог на имущество, если при переоценке изменилась кадастровая стоимость объекта   	2025-03-12 03:46:44.544000+03:00
14252520	Оператор	Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!	2025-03-12 04:18:48.333000+03:00
14252531	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:06:33.907000+03:00
14252579	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:06:48.251000+03:00
14252614	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:06:59.882000+03:00
14252638	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:07:01.755000+03:00
14252642	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:07:04.799000+03:00
14252987	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:48.704000+03:00
14253000	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:46.951000+03:00
14253004	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:46.565000+03:00
14253011	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:45.486000+03:00
14253122	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:43.991000+03:00
14253126	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:43.503000+03:00
14253133	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:42.288000+03:00
14253164	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:38.209000+03:00
14253170	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:37.264000+03:00
14253180	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:35.732000+03:00
14253182	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:35.867000+03:00
14253185	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:35.438000+03:00
14253322	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:28.673000+03:00
14253349	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:24.282000+03:00
14253439	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:28.059000+03:00
14253440	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:28.299000+03:00
14253523	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:11.685000+03:00
14253542	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:07.978000+03:00
14253572	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:02.845000+03:00
14253576	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:02.387000+03:00
14253583	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:23:01.360000+03:00
14253604	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:55.735000+03:00
14253606	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:55.631000+03:00
14253623	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:41.502000+03:00
14253639	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:39.594000+03:00
14253641	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:39.281000+03:00
14253644	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:39.019000+03:00
14253654	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:37.864000+03:00
14253692	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:33.333000+03:00
14253706	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:31.901000+03:00
14253733	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:52.789000+03:00
14253745	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:50.474000+03:00
14253752	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:49.166000+03:00
14253778	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:44.360000+03:00
14253800	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:40.742000+03:00
14253816	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:38.016000+03:00
14253821	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:37.368000+03:00
14253835	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:35.070000+03:00
14253902	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:47.883000+03:00
14253912	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:08:47.261000+03:00
14253951	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:32.402000+03:00
14253952	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:32.828000+03:00
14253966	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:31.622000+03:00
14254011	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:24.088000+03:00
14254020	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:22.328000+03:00
14254027	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:22.605000+03:00
14254054	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:19.443000+03:00
14254060	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:17.579000+03:00
14254171	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:15.550000+03:00
14254185	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:12.164000+03:00
14254189	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:11.657000+03:00
14254203	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:09.424000+03:00
14254209	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:08.635000+03:00
14254248	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:04.042000+03:00
14254254	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:01.570000+03:00
14254255	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:01.863000+03:00
14254267	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:22:00.271000+03:00
14254278	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:59.067000+03:00
14254405	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:53.838000+03:00
14254417	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:52.363000+03:00
14254421	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:51.962000+03:00
14254447	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:48.240000+03:00
14254455	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:46.785000+03:00
14254461	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:45.274000+03:00
14254483	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:41.644000+03:00
14254513	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:37.342000+03:00
14254527	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:35.397000+03:00
14254533	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:32.728000+03:00
14254556	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:31.136000+03:00
14254677	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:27.501000+03:00
14254698	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:22.284000+03:00
14254708	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:20.859000+03:00
14254731	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:17.645000+03:00
14254762	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:13.374000+03:00
14254784	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:09.650000+03:00
14254793	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:07.701000+03:00
14254843	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:07.171000+03:00
14254941	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:01.559000+03:00
14254942	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:21:00.827000+03:00
14254951	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:58.380000+03:00
14254952	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:58.896000+03:00
14254953	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:58.544000+03:00
14254971	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:55.932000+03:00
14255028	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:46.092000+03:00
14255030	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:48.143000+03:00
14255032	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:45.399000+03:00
14255049	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:43.912000+03:00
14255070	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:40.350000+03:00
14255085	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:36.999000+03:00
14255123	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:32.646000+03:00
14255183	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:09:55.072000+03:00
14255211	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:09:50.992000+03:00
14255221	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:09:49.372000+03:00
14255233	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:30.625000+03:00
14255256	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:26.866000+03:00
14255277	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:22.335000+03:00
14255281	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:21.731000+03:00
14255290	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:20.369000+03:00
14255299	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:18.906000+03:00
14255324	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:14.654000+03:00
14255334	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:13.870000+03:00
14255361	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:09.632000+03:00
14255379	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:05.902000+03:00
14255414	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:13.059000+03:00
14255425	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:12.482000+03:00
14255426	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:10.990000+03:00
14255449	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:11.390000+03:00
14255464	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:06.794000+03:00
14255488	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:03.914000+03:00
14255501	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:10:02.295000+03:00
14255503	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:00.895000+03:00
14255507	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:00.235000+03:00
14255508	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:20:00.022000+03:00
14255520	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:58.365000+03:00
14255544	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:54.660000+03:00
14255552	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:54.219000+03:00
14255596	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:47.415000+03:00
14255646	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:40.864000+03:00
14255761	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:38.301000+03:00
14255782	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:34.291000+03:00
14255784	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:34.177000+03:00
14255797	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:32.873000+03:00
14255799	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:31.909000+03:00
14255801	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:31.614000+03:00
14255811	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:29.622000+03:00
14255852	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:25.042000+03:00
14255859	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:24.143000+03:00
14255878	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:20+03:00
14255884	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:19.401000+03:00
14255893	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:18.113000+03:00
14255898	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:18.398000+03:00
14255911	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:16.572000+03:00
14255923	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:14.826000+03:00
14255942	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:12.434000+03:00
14255958	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:07.934000+03:00
14255984	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:04.674000+03:00
14256098	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:19:03.020000+03:00
14256115	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:59.804000+03:00
14256120	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:58.808000+03:00
14256170	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:49.453000+03:00
14256178	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:47.996000+03:00
14256179	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:47.854000+03:00
14256180	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:47.740000+03:00
14256185	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:46.921000+03:00
14256190	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:46.440000+03:00
14256195	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:44.867000+03:00
14256214	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:43.635000+03:00
14256228	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:40.636000+03:00
14256246	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:35.128000+03:00
14256250	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:34.481000+03:00
14256254	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:33.978000+03:00
14256263	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:32.827000+03:00
14256288	Оператор	Мы получили ваше сообщение. Эксперт ответит вам в этом чате с 9 до 18 часов (мск) в рабочие дни.	2025-03-12 03:18:29.391000+03:00
